dateRep,cases,deaths,countriesAndTerritories,popData2020
04/05/2021,183.0,0.0,Luxembourg,626108
12/10/2020,1.0,0.0,Liechtenstein,38747
26/02/2021,272.0,0.0,Cyprus,888005
07/10/2021,1752.0,10.0,Latvia,1907675
25/06/2020,1276.0,23.0,Sweden,10327589
29/07/2021,95.0,0.0,Malta,514564
28/03/2020,17.0,0.0,Cyprus,888005
05/04/2020,49.0,1.0,Slovakia,5457873
01/04/2020,5441.0,895.0,Spain,47332614
16/07/2021,11258.0,2.0,Netherlands,17407585
17/01/2021,1250.0,61.0,Sweden,10327589
26/02/2020,146.0,0.0,Spain,47332614
22/11/2021,491.0,0.0,Cyprus,888005
14/06/2020,54.0,0.0,Denmark,5822763
12/06/2021,99.0,3.0,Slovakia,5457873
31/12/2020,7627.0,76.0,Portugal,10295909
25/04/2021,1.0,0.0,Liechtenstein,38747
30/05/2021,1948.0,8.0,Sweden,10327589
28/03/2020,47.0,2.0,Slovenia,2095861
31/12/2020,2003.0,58.0,Austria,8901064
26/12/2021,10404.0,0.0,Ireland,4964440
02/12/2021,10466.0,218.0,Hungary,9769526
26/11/2021,447.0,1.0,Luxembourg,626108
09/08/2021,2925.0,18.0,Germany,83166711
01/06/2021,373.0,1.0,Slovenia,2095861
21/03/2021,290.0,5.0,Slovenia,2095861
22/09/2021,6794.0,60.0,France,67320216
24/09/2021,757.0,9.0,Portugal,10295909
05/07/2020,1.0,0.0,Norway,5367580
11/03/2021,283.0,4.0,Malta,514564
16/05/2020,4.0,0.0,Cyprus,888005
28/10/2020,2291.0,43.0,Hungary,9769526
10/03/2020,372.0,0.0,France,67320216
13/05/2020,219.0,12.0,Portugal,10295909
29/08/2020,10.0,0.0,Estonia,1328976
08/01/2021,2298.0,47.0,Austria,8901064
30/03/2021,5855.0,35.0,Netherlands,17407585
14/03/2020,23.0,0.0,Estonia,1328976
26/09/2021,353.0,2.0,Denmark,5822763
08/07/2021,50.0,1.0,Slovakia,5457873
29/01/2021,22858.0,820.0,France,67320216
31/07/2021,117.0,2.0,Czechia,10693939
21/08/2021,130.0,0.0,Slovakia,5457873
28/09/2020,71.0,0.0,Lithuania,2794090
27/07/2020,168.0,5.0,Italy,59641488
19/10/2020,44.0,0.0,Latvia,1907675
23/09/2021,12.0,0.0,Malta,514564
27/02/2021,520.0,8.0,Croatia,4058165
14/06/2020,24.0,0.0,Bulgaria,6951482
14/04/2021,579.0,10.0,Estonia,1328976
08/05/2021,352.0,29.0,Slovakia,5457873
16/05/2021,375.0,0.0,Ireland,4964440
25/03/2020,54.0,1.0,Lithuania,2794090
14/12/2020,2194.0,90.0,Portugal,10295909
15/10/2021,2618.0,27.0,Greece,10718565
24/11/2020,471.0,6.0,Finland,5525292
30/12/2020,31059.0,1284.0,Germany,83166711
06/08/2021,25077.0,64.0,France,67320216
09/10/2021,1669.0,7.0,Latvia,1907675
16/10/2020,7705.0,132.0,Poland,37958138
21/07/2020,113.0,0.0,Luxembourg,626108
12/10/2020,181.0,3.0,Croatia,4058165
19/09/2020,240.0,4.0,Greece,10718565
12/11/2020,33172.0,425.0,France,67320216
20/09/2020,10569.0,11.0,France,67320216
03/10/2020,65.0,1.0,Malta,514564
16/04/2020,7.0,0.0,Iceland,364134
14/07/2021,34.0,2.0,Latvia,1907675
25/12/2020,8922.0,244.0,Poland,37958138
03/06/2021,2937.0,18.0,Germany,83166711
22/10/2020,161.0,2.0,Latvia,1907675
23/02/2021,1800.0,79.0,Bulgaria,6951482
26/11/2021,6602.0,86.0,Greece,10718565
22/07/2020,22.0,0.0,Norway,5367580
13/11/2020,6653.0,69.0,Portugal,10295909
29/08/2021,81.0,1.0,Czechia,10693939
25/11/2020,257.0,5.0,Ireland,4964440
11/02/2021,1047.0,10.0,Slovenia,2095861
04/12/2021,1490.0,131.0,Romania,19328838
02/07/2021,194.0,0.0,Luxembourg,626108
18/07/2021,69.0,3.0,Poland,37958138
03/03/2020,3.0,,Iceland,364134
29/07/2021,3009.0,10.0,Portugal,10295909
11/07/2021,1391.0,7.0,Italy,59641488
16/03/2021,384.0,13.0,Portugal,10295909
06/04/2021,888.0,1.0,Norway,5367580
11/06/2020,19.0,0.0,Denmark,5822763
25/06/2021,169.0,0.0,Cyprus,888005
07/12/2021,5565.0,0.0,Ireland,4964440
27/06/2020,7.0,0.0,Slovakia,5457873
18/04/2021,270.0,1.0,Ireland,4964440
25/12/2020,13165.0,509.0,Germany,83166711
23/03/2020,48.0,0.0,Croatia,4058165
22/09/2020,10008.0,78.0,France,67320216
05/05/2021,562.0,1.0,Cyprus,888005
10/12/2021,107.0,0.0,Iceland,364134
27/05/2020,416.0,45.0,Spain,47332614
26/03/2020,5.0,0.0,Malta,514564
31/08/2020,21.0,1.0,Malta,514564
12/05/2020,38.0,1.0,Austria,8901064
22/02/2021,961.0,11.0,Estonia,1328976
23/11/2020,2.0,1.0,Liechtenstein,38747
18/03/2020,3598.0,63.0,Germany,83166711
31/05/2020,5.0,0.0,Austria,8901064
25/04/2020,20.0,0.0,Latvia,1907675
13/05/2020,0.0,0.0,Liechtenstein,38747
01/03/2020,0.0,0.0,Portugal,10295909
16/04/2021,8890.0,18.0,Netherlands,17407585
08/12/2021,87.0,0.0,Malta,514564
21/06/2020,321.0,22.0,Sweden,10327589
24/12/2020,10547.0,157.0,Spain,47332614
07/06/2020,0.0,0.0,Iceland,364134
10/04/2020,210.0,11.0,Hungary,9769526
12/06/2020,0.0,0.0,Liechtenstein,38747
14/10/2021,1851.0,18.0,Croatia,4058165
08/03/2021,2.0,1.0,Liechtenstein,38747
08/03/2021,3.0,0.0,Iceland,364134
07/11/2020,23.0,0.0,Liechtenstein,38747
02/09/2020,101.0,0.0,Norway,5367580
03/08/2021,2.0,0.0,Liechtenstein,38747
15/10/2020,92.0,0.0,Iceland,364134
24/04/2020,781.0,89.0,Sweden,10327589
17/01/2021,226.0,0.0,Norway,5367580
16/10/2021,3.0,0.0,Liechtenstein,38747
28/10/2021,6132.0,23.0,Slovakia,5457873
19/12/2020,1429.0,93.0,Belgium,11522440
04/11/2020,15726.0,228.0,Czechia,10693939
25/12/2020,257.0,45.0,Bulgaria,6951482
13/02/2020,24.0,1.0,Spain,47332614
26/06/2021,19.0,2.0,Slovenia,2095861
06/12/2020,97.0,2.0,Malta,514564
15/12/2020,7703.0,58.0,Slovakia,5457873
27/05/2021,253.0,13.0,Slovakia,5457873
04/10/2021,893.0,0.0,Ireland,4964440
21/06/2021,202.0,9.0,Hungary,9769526
15/09/2020,12495.0,137.0,Spain,47332614
22/04/2020,70.0,12.0,Hungary,9769526
27/07/2021,371.0,0.0,Lithuania,2794090
15/10/2021,1438.0,4.0,Slovenia,2095861
27/08/2021,254.0,3.0,Poland,37958138
08/02/2020,0.0,0.0,Sweden,10327589
07/12/2020,2512.0,115.0,Austria,8901064
19/07/2020,87.0,0.0,Austria,8901064
25/04/2020,76.0,6.0,Finland,5525292
29/06/2020,1.0,0.0,Latvia,1907675
01/11/2020,4479.0,32.0,Austria,8901064
25/07/2021,316.0,2.0,Austria,8901064
31/03/2021,7242.0,76.0,Spain,47332614
02/02/2021,967.0,97.0,Bulgaria,6951482
04/07/2020,86.0,1.0,Croatia,4058165
13/06/2021,0.0,0.0,Liechtenstein,38747
21/02/2021,4669.0,20.0,Netherlands,17407585
11/11/2020,35879.0,328.0,France,67320216
16/09/2020,8.0,0.0,Cyprus,888005
04/03/2020,10.0,,Iceland,364134
03/10/2021,1602.0,1.0,Netherlands,17407585
22/04/2020,6.0,1.0,Cyprus,888005
21/12/2021,1738.0,27.0,Lithuania,2794090
30/11/2021,3785.0,4.0,Norway,5367580
18/10/2021,103.0,0.0,Luxembourg,626108
06/08/2021,67.0,0.0,Slovakia,5457873
07/12/2021,11083.0,91.0,Slovakia,5457873
31/08/2021,1022.0,2.0,Sweden,10327589
04/03/2021,1533.0,13.0,Estonia,1328976
30/11/2021,11894.0,85.0,Slovakia,5457873
26/08/2020,526.0,4.0,Belgium,11522440
21/02/2021,410.0,4.0,Latvia,1907675
31/05/2020,5.0,1.0,Lithuania,2794090
30/05/2021,603.0,18.0,Belgium,11522440
04/11/2021,1498.0,1.0,Norway,5367580
10/06/2020,14.0,0.0,Norway,5367580
29/03/2021,309.0,6.0,Portugal,10295909
18/06/2020,118.0,2.0,Czechia,10693939
08/10/2020,4280.0,75.0,Poland,37958138
20/12/2020,643.0,12.0,Latvia,1907675
19/04/2020,493.0,39.0,Ireland,4964440
02/09/2021,2836.0,33.0,Greece,10718565
18/07/2020,20.0,1.0,Ireland,4964440
12/11/2020,22683.0,275.0,Poland,37958138
18/09/2020,874.0,3.0,Austria,8901064
23/11/2021,63.0,0.0,Liechtenstein,38747
30/01/2021,0.0,0.0,Liechtenstein,38747
24/05/2021,81.0,9.0,Bulgaria,6951482
04/08/2021,28784.0,49.0,France,67320216
18/08/2020,169.0,14.0,Bulgaria,6951482
29/09/2021,542.0,2.0,Denmark,5822763
04/03/2020,0.0,0.0,Luxembourg,626108
17/11/2021,2434.0,43.0,Norway,5367580
20/04/2020,0.0,0.0,Liechtenstein,38747
26/06/2020,1.0,0.0,Iceland,364134
02/12/2020,690.0,14.0,Latvia,1907675
26/05/2021,12646.0,144.0,France,67320216
01/07/2020,2.0,0.0,Iceland,364134
09/06/2020,0.0,0.0,Liechtenstein,38747
05/06/2021,326.0,4.0,Austria,8901064
15/05/2021,4086.0,42.0,Spain,47332614
29/11/2021,1096.0,107.0,Romania,19328838
27/08/2020,1.0,0.0,Liechtenstein,38747
16/01/2021,233.0,61.0,Bulgaria,6951482
06/11/2020,650.0,0.0,Norway,5367580
01/06/2020,5.0,0.0,Cyprus,888005
19/01/2021,4294.0,110.0,Netherlands,17407585
06/11/2021,1197.0,5.0,Portugal,10295909
20/11/2021,9833.0,43.0,Slovakia,5457873
09/11/2020,6048.0,186.0,Czechia,10693939
01/11/2021,1136.0,11.0,Slovenia,2095861
07/10/2020,12304.0,132.0,Spain,47332614
04/04/2020,20.0,2.0,Slovenia,2095861
08/03/2021,3884.0,36.0,Netherlands,17407585
01/01/2021,1753.0,11.0,Ireland,4964440
15/07/2021,10978.0,3.0,Netherlands,17407585
10/09/2020,506.0,12.0,Poland,37958138
05/11/2021,11139.0,25.0,Belgium,11522440
08/05/2021,4453.0,52.0,Spain,47332614
19/03/2020,239.0,0.0,Norway,5367580
26/08/2020,33.0,0.0,Slovenia,2095861
07/11/2021,41.0,0.0,Luxembourg,626108
12/04/2021,514.0,2.0,Denmark,5822763
28/04/2021,419.0,16.0,Norway,5367580
14/08/2020,251.0,2.0,Greece,10718565
17/08/2021,10.0,0.0,Liechtenstein,38747
11/06/2021,178.0,6.0,Latvia,1907675
16/07/2020,1706.0,2.0,Spain,47332614
13/09/2021,167.0,7.0,Croatia,4058165
22/06/2020,21.0,0.0,Greece,10718565
25/03/2021,260.0,2.0,Luxembourg,626108
16/04/2020,9.0,0.0,Latvia,1907675
12/10/2020,11026.0,128.0,Spain,47332614
02/04/2020,7.0,0.0,Malta,514564
15/06/2021,283.0,0.0,Ireland,4964440
29/04/2021,365.0,5.0,Estonia,1328976
27/08/2021,6329.0,85.0,Spain,47332614
09/08/2020,122.0,5.0,Belgium,11522440
11/05/2020,92.0,1.0,Finland,5525292
17/10/2021,1490.0,10.0,Belgium,11522440
30/04/2021,1419.0,11.0,Lithuania,2794090
16/01/2021,763.0,38.0,Croatia,4058165
12/08/2020,715.0,9.0,Poland,37958138
19/03/2021,5.0,0.0,Liechtenstein,38747
30/12/2021,0.0,0.0,Hungary,9769526
17/11/2020,49.0,0.0,Liechtenstein,38747
19/05/2021,361.0,36.0,Bulgaria,6951482
10/08/2020,1103.0,2.0,Germany,83166711
10/12/2020,3134.0,86.0,Portugal,10295909
24/12/2020,1270.0,7.0,Latvia,1907675
27/07/2020,33.0,1.0,Luxembourg,626108
02/01/2021,4998.0,152.0,Czechia,10693939
13/07/2020,64.0,1.0,Czechia,10693939
26/11/2020,6903.0,60.0,Sweden,10327589
06/12/2020,526.0,9.0,Latvia,1907675
30/12/2021,1497.0,37.0,Romania,19328838
09/06/2020,0.0,0.0,Iceland,364134
13/04/2021,619.0,1.0,Cyprus,888005
22/12/2021,0.0,0.0,Hungary,9769526
26/06/2020,451.0,6.0,Portugal,10295909
09/07/2020,0.0,0.0,Iceland,364134
12/07/2021,135.0,0.0,Luxembourg,626108
05/07/2021,130.0,0.0,Czechia,10693939
30/05/2020,432.0,38.0,Sweden,10327589
17/10/2021,2435.0,24.0,Italy,59641488
15/06/2020,152.0,29.0,France,67320216
20/07/2020,5.0,1.0,Greece,10718565
15/09/2021,462.0,0.0,Slovakia,5457873
29/03/2021,167.0,5.0,Latvia,1907675
14/07/2020,511.0,6.0,France,67320216
14/01/2021,5022.0,102.0,Slovakia,5457873
21/06/2021,206.0,17.0,Greece,10718565
18/12/2020,15401.0,674.0,Italy,59641488
27/03/2020,6017.0,909.0,Spain,47332614
24/11/2021,4426.0,9.0,Denmark,5822763
10/10/2020,5724.0,29.0,Italy,59641488
02/11/2021,1867.0,39.0,Hungary,9769526
21/11/2021,70.0,0.0,Liechtenstein,38747
30/07/2021,170.0,4.0,Croatia,4058165
22/12/2020,1238.0,180.0,Hungary,9769526
30/05/2020,375.0,4.0,Germany,83166711
05/07/2021,41.0,3.0,Lithuania,2794090
19/06/2020,0.0,0.0,Finland,5525292
22/10/2020,40.0,0.0,Iceland,364134
19/12/2020,580.0,4.0,Estonia,1328976
17/04/2021,35861.0,189.0,France,67320216
28/08/2021,3.0,1.0,Sweden,10327589
22/07/2020,2.0,0.0,Estonia,1328976
19/05/2021,11311.0,74.0,Germany,83166711
04/05/2021,258.0,4.0,Portugal,10295909
14/01/2021,6499.0,85.0,Netherlands,17407585
03/11/2021,20.0,0.0,Liechtenstein,38747
20/09/2021,268.0,2.0,Denmark,5822763
10/11/2020,7304.0,177.0,Romania,19328838
12/01/2021,854.0,8.0,Estonia,1328976
26/07/2020,14.0,0.0,Malta,514564
03/01/2021,6279.0,141.0,Czechia,10693939
22/08/2020,1189.0,37.0,Romania,19328838
28/12/2020,2960.0,363.0,France,67320216
28/12/2020,778.0,8.0,Norway,5367580
01/06/2021,4918.0,24.0,Spain,47332614
07/10/2020,331.0,0.0,Denmark,5822763
21/07/2021,28275.0,49.0,Spain,47332614
20/03/2021,404.0,4.0,Finland,5525292
13/10/2020,585.0,0.0,Iceland,364134
03/09/2021,1640.0,51.0,Bulgaria,6951482
14/10/2021,1626.0,0.0,Ireland,4964440
15/12/2020,1199.0,98.0,Greece,10718565
22/10/2021,752.0,1.0,Norway,5367580
05/10/2021,1074.0,19.0,Croatia,4058165
19/07/2020,10.0,0.0,Ireland,4964440
12/04/2020,76.0,6.0,Norway,5367580
18/10/2020,11705.0,69.0,Italy,59641488
26/10/2020,2316.0,47.0,Hungary,9769526
16/04/2020,724.0,42.0,Ireland,4964440
29/03/2020,24.0,2.0,Slovenia,2095861
29/06/2020,1.0,0.0,Lithuania,2794090
30/11/2020,448.0,4.0,Norway,5367580
29/01/2021,401.0,3.0,Estonia,1328976
09/07/2020,124.0,2.0,Belgium,11522440
21/07/2020,0.0,0.0,Liechtenstein,38747
28/09/2021,6765.0,58.0,France,67320216
21/08/2020,947.0,9.0,Italy,59641488
17/06/2021,1233.0,2.0,Portugal,10295909
15/06/2020,16.0,0.0,Finland,5525292
05/01/2021,720.0,4.0,Estonia,1328976
19/07/2021,229.0,0.0,Norway,5367580
12/08/2021,1733.0,0.0,Ireland,4964440
19/07/2020,145.0,0.0,Netherlands,17407585
18/12/2020,1430.0,42.0,Slovenia,2095861
14/04/2021,1215.0,11.0,Lithuania,2794090
16/12/2021,351.0,1.0,Luxembourg,626108
11/06/2021,340.0,68.0,Poland,37958138
08/03/2020,2.0,0.0,Latvia,1907675
08/09/2021,3268.0,66.0,Spain,47332614
16/10/2020,148.0,1.0,Latvia,1907675
09/10/2021,1594.0,11.0,Croatia,4058165
10/07/2020,116.0,2.0,Croatia,4058165
04/06/2021,1106.0,34.0,Greece,10718565
22/05/2020,532.0,56.0,Sweden,10327589
30/10/2021,1937.0,19.0,Spain,47332614
19/11/2021,21220.0,50.0,France,67320216
25/09/2021,915.0,0.0,Slovakia,5457873
06/08/2020,20.0,0.0,Malta,514564
25/07/2020,74.0,0.0,Luxembourg,626108
28/05/2020,197.0,12.0,Romania,19328838
26/09/2021,1599.0,1.0,Netherlands,17407585
03/05/2020,0.0,0.0,Denmark,5822763
14/05/2020,46.0,4.0,Denmark,5822763
12/03/2020,2651.0,189.0,Italy,59641488
03/11/2020,3608.0,20.0,Sweden,10327589
27/09/2020,167.0,1.0,Sweden,10327589
11/03/2020,2.0,0.0,Liechtenstein,38747
02/03/2020,1.0,0.0,Croatia,4058165
20/02/2021,6778.0,177.0,Czechia,10693939
20/06/2020,1.0,0.0,Latvia,1907675
27/12/2021,560.0,50.0,Croatia,4058165
26/02/2021,3761.0,66.0,Romania,19328838
08/06/2020,19.0,1.0,Norway,5367580
31/10/2021,1410.0,9.0,Estonia,1328976
13/07/2021,118.0,0.0,Luxembourg,626108
16/10/2021,1158.0,8.0,Czechia,10693939
03/11/2021,837.0,10.0,Sweden,10327589
13/05/2021,213.0,1.0,Cyprus,888005
07/01/2021,12119.0,186.0,Poland,37958138
23/07/2021,6370.0,3.0,Netherlands,17407585
19/07/2021,221.0,2.0,Czechia,10693939
21/03/2021,4267.0,76.0,Romania,19328838
12/04/2021,399.0,1.0,Finland,5525292
19/05/2020,11.0,0.0,Malta,514564
09/11/2020,92.0,2.0,Latvia,1907675
11/05/2020,456.0,263.0,France,67320216
22/07/2020,11.0,0.0,Finland,5525292
13/08/2020,1454.0,53.0,Romania,19328838
28/08/2020,37.0,0.0,Slovenia,2095861
19/04/2021,575.0,1.0,Norway,5367580
09/11/2020,111.0,0.0,Cyprus,888005
04/11/2020,2480.0,26.0,Croatia,4058165
01/07/2021,13346.0,15.0,Spain,47332614
09/05/2021,130.0,0.0,Finland,5525292
21/11/2020,3191.0,132.0,Czechia,10693939
14/09/2020,613.0,4.0,Portugal,10295909
16/05/2020,875.0,153.0,Italy,59641488
13/09/2020,15.0,0.0,Lithuania,2794090
10/02/2021,10505.0,408.0,Spain,47332614
11/08/2021,87.0,1.0,Malta,514564
06/07/2021,2192.0,1.0,Netherlands,17407585
30/01/2021,467.0,7.0,Estonia,1328976
02/03/2021,22857.0,417.0,France,67320216
11/02/2021,9193.0,355.0,Spain,47332614
31/03/2021,24005.0,302.0,Germany,83166711
21/02/2020,59.0,0.0,Spain,47332614
13/12/2020,4435.0,121.0,Romania,19328838
13/01/2021,15773.0,507.0,Italy,59641488
02/01/2020,1.0,0.0,Germany,83166711
07/12/2020,3411.0,366.0,France,67320216
29/10/2021,4041.0,37.0,Hungary,9769526
03/12/2020,6986.0,77.0,Sweden,10327589
12/09/2020,9513.0,102.0,Spain,47332614
09/02/2021,1470.0,29.0,Austria,8901064
03/02/2020,0.0,0.0,Finland,5525292
27/06/2021,780.0,14.0,Italy,59641488
21/02/2021,221.0,0.0,Norway,5367580
26/08/2021,543.0,1.0,Slovenia,2095861
07/12/2021,3417.0,21.0,Portugal,10295909
27/10/2020,1413.0,18.0,Croatia,4058165
15/10/2021,9.0,0.0,Liechtenstein,38747
30/04/2021,7429.0,65.0,Spain,47332614
25/10/2021,1845.0,0.0,Ireland,4964440
25/03/2021,3.0,0.0,Liechtenstein,38747
31/01/2021,1307.0,61.0,Hungary,9769526
15/10/2021,3440.0,98.0,Bulgaria,6951482
13/03/2021,823.0,23.0,Croatia,4058165
17/07/2021,84.0,0.0,Lithuania,2794090
08/06/2020,296.0,3.0,Germany,83166711
06/09/2020,22.0,0.0,Slovakia,5457873
25/12/2021,10016.0,10.0,Portugal,10295909
11/08/2020,75.0,0.0,Slovakia,5457873
20/04/2021,2106.0,42.0,Croatia,4058165
20/08/2021,171.0,1.0,Czechia,10693939
30/08/2020,12.0,0.0,Latvia,1907675
08/11/2021,7335.0,65.0,Greece,10718565
16/04/2020,132.0,2.0,Czechia,10693939
07/02/2021,308.0,11.0,Slovenia,2095861
23/07/2021,2119.0,4.0,Germany,83166711
13/05/2021,298.0,0.0,Norway,5367580
24/04/2020,2.0,0.0,Malta,514564
10/01/2021,7502.0,102.0,Portugal,10295909
14/11/2020,145.0,2.0,Finland,5525292
20/08/2020,44.0,0.0,Hungary,9769526
31/08/2021,110.0,1.0,Hungary,9769526
30/05/2020,34.0,0.0,Czechia,10693939
06/05/2020,4.0,0.0,Latvia,1907675
02/06/2020,181.0,24.0,Belgium,11522440
05/10/2020,377.0,1.0,Denmark,5822763
30/07/2021,20379.0,87.0,Spain,47332614
22/11/2021,3534.0,6.0,Norway,5367580
16/07/2021,72.0,5.0,Romania,19328838
29/05/2021,385.0,5.0,Austria,8901064
28/09/2020,425.0,4.0,Portugal,10295909
14/05/2021,1190.0,71.0,Hungary,9769526
11/03/2021,591.0,10.0,Ireland,4964440
11/08/2021,609.0,2.0,Norway,5367580
05/09/2020,510.0,3.0,Hungary,9769526
03/04/2021,489.0,11.0,Estonia,1328976
15/12/2021,9279.0,41.0,Belgium,11522440
09/06/2020,348.0,15.0,Spain,47332614
30/07/2020,1356.0,35.0,Romania,19328838
12/09/2021,1390.0,2.0,Austria,8901064
18/12/2020,338.0,6.0,Luxembourg,626108
24/12/2021,464.0,8.0,Estonia,1328976
15/09/2021,4004.0,83.0,Romania,19328838
13/07/2020,306.0,2.0,Portugal,10295909
09/03/2021,3181.0,46.0,Greece,10718565
07/10/2021,55.0,0.0,Iceland,364134
13/04/2021,323.0,4.0,Finland,5525292
26/12/2020,54.0,11.0,Luxembourg,626108
07/01/2021,562.0,43.0,Croatia,4058165
19/10/2021,580.0,0.0,Norway,5367580
11/07/2020,53.0,0.0,Czechia,10693939
24/02/2020,0.0,0.0,Luxembourg,626108
19/12/2021,499.0,53.0,Romania,19328838
30/06/2021,429.0,0.0,Cyprus,888005
08/12/2020,5855.0,95.0,Czechia,10693939
02/08/2020,5.0,0.0,Latvia,1907675
01/08/2020,303.0,2.0,Sweden,10327589
11/07/2020,277.0,0.0,Germany,83166711
14/04/2021,602.0,4.0,Cyprus,888005
30/11/2021,10965.0,39.0,Austria,8901064
11/08/2021,620.0,2.0,Lithuania,2794090
21/07/2020,226.0,7.0,Sweden,10327589
11/07/2021,1464.0,5.0,Greece,10718565
16/03/2021,14394.0,372.0,Poland,37958138
26/10/2021,6263.0,93.0,Poland,37958138
20/05/2020,73.0,3.0,Denmark,5822763
18/12/2021,3487.0,51.0,Croatia,4058165
07/02/2020,15.0,0.0,Spain,47332614
15/10/2020,2111.0,0.0,Slovakia,5457873
23/09/2020,127.0,2.0,Lithuania,2794090
21/10/2020,442.0,4.0,Lithuania,2794090
12/07/2021,54.0,0.0,Estonia,1328976
14/01/2021,8123.0,181.0,Czechia,10693939
18/04/2020,15.0,3.0,Luxembourg,626108
01/07/2021,31.0,75.0,Romania,19328838
02/09/2020,365.0,3.0,Hungary,9769526
29/06/2020,44.0,0.0,Luxembourg,626108
17/04/2021,1645.0,63.0,Slovakia,5457873
02/08/2021,403.0,2.0,Austria,8901064
28/08/2020,791.0,8.0,Poland,37958138
30/05/2021,2622.0,7.0,Netherlands,17407585
25/09/2020,2764.0,17.0,Netherlands,17407585
05/08/2020,1695.0,9.0,France,67320216
02/06/2021,61.0,0.0,Luxembourg,626108
08/12/2020,1324.0,102.0,Greece,10718565
28/11/2020,1747.0,121.0,Greece,10718565
19/02/2020,0.0,0.0,Sweden,10327589
26/07/2020,11.0,0.0,Hungary,9769526
21/07/2021,2289.0,7.0,Germany,83166711
04/08/2021,17031.0,112.0,Spain,47332614
05/07/2020,63.0,2.0,Bulgaria,6951482
31/05/2020,176.0,3.0,Netherlands,17407585
20/12/2020,635.0,89.0,Belgium,11522440
15/02/2021,8922.0,130.0,Czechia,10693939
03/04/2021,2234.0,29.0,Croatia,4058165
24/01/2021,4881.0,35.0,Netherlands,17407585
30/06/2020,0.0,0.0,Estonia,1328976
08/11/2020,720.0,15.0,Slovakia,5457873
10/04/2020,31.0,0.0,Cyprus,888005
15/05/2021,8601.0,80.0,Germany,83166711
17/05/2020,20.0,2.0,Czechia,10693939
07/04/2020,29.0,0.0,Cyprus,888005
18/09/2021,10.0,0.0,Liechtenstein,38747
16/03/2021,475.0,1.0,Cyprus,888005
09/11/2020,128.0,0.0,Estonia,1328976
25/10/2020,101.0,0.0,Cyprus,888005
16/06/2021,419.0,6.0,Belgium,11522440
12/09/2020,159.0,2.0,Ireland,4964440
13/01/2021,4424.0,88.0,Romania,19328838
26/06/2020,4.0,1.0,Hungary,9769526
16/10/2020,186.0,0.0,Luxembourg,626108
12/01/2021,19753.0,355.0,France,67320216
09/02/2021,8.0,0.0,Iceland,364134
12/07/2021,330.0,2.0,Finland,5525292
20/07/2021,2335.0,8.0,Germany,83166711
29/05/2020,0.0,0.0,Liechtenstein,38747
05/12/2020,2037.0,147.0,Bulgaria,6951482
12/09/2020,44.0,0.0,Luxembourg,626108
12/10/2021,455.0,17.0,Hungary,9769526
11/05/2020,8.0,1.0,Slovakia,5457873
11/09/2021,136.0,1.0,Cyprus,888005
21/12/2021,3169.0,7.0,Finland,5525292
22/06/2021,75.0,6.0,Croatia,4058165
16/05/2021,480.0,21.0,Croatia,4058165
10/03/2020,0.0,0.0,Slovakia,5457873
21/03/2021,10625.0,194.0,Hungary,9769526
20/05/2020,4.0,0.0,Cyprus,888005
11/05/2021,729.0,3.0,Slovenia,2095861
06/09/2021,1799.0,3.0,Austria,8901064
27/08/2021,189.0,1.0,Hungary,9769526
28/07/2021,422.0,0.0,Norway,5367580
28/10/2020,240.0,0.0,Finland,5525292
25/01/2021,432.0,25.0,Greece,10718565
26/01/2020,0.0,0.0,France,67320216
24/12/2021,0.0,0.0,Hungary,9769526
24/03/2021,3058.0,67.0,Greece,10718565
14/09/2021,2601.0,13.0,Austria,8901064
03/12/2020,3656.0,123.0,Austria,8901064
20/02/2020,0.0,0.0,Sweden,10327589
07/09/2020,9625.0,80.0,Spain,47332614
26/04/2020,2324.0,260.0,Italy,59641488
19/04/2021,7158.0,22.0,Netherlands,17407585
17/03/2020,3.0,0.0,Cyprus,888005
05/03/2021,4069.0,15.0,Sweden,10327589
25/05/2021,406.0,17.0,Bulgaria,6951482
18/08/2021,82.0,0.0,Malta,514564
08/05/2020,2.0,0.0,Iceland,364134
08/05/2020,319.0,21.0,Poland,37958138
07/03/2020,0.0,0.0,Latvia,1907675
08/02/2020,5.0,0.0,France,67320216
14/01/2021,143.0,4.0,Luxembourg,626108
05/03/2021,1539.0,7.0,Estonia,1328976
16/03/2021,296.0,7.0,Luxembourg,626108
05/02/2020,0.0,0.0,Lithuania,2794090
04/05/2021,7035.0,13.0,Sweden,10327589
06/07/2021,827.0,0.0,Cyprus,888005
14/04/2021,3899.0,39.0,Belgium,11522440
09/09/2020,65.0,0.0,Luxembourg,626108
02/11/2020,52518.0,416.0,France,67320216
08/06/2021,213.0,1.0,Norway,5367580
11/05/2021,4.0,0.0,Iceland,364134
09/08/2020,43.0,0.0,Hungary,9769526
14/07/2021,350.0,0.0,Sweden,10327589
26/09/2021,2642.0,24.0,Germany,83166711
03/02/2021,441.0,3.0,Finland,5525292
07/01/2021,14953.0,187.0,Czechia,10693939
20/05/2020,7.0,0.0,Luxembourg,626108
17/02/2021,199.0,1.0,Malta,514564
05/04/2020,62.0,5.0,Greece,10718565
12/10/2021,1229.0,1.0,Slovenia,2095861
23/01/2020,2.0,0.0,Spain,47332614
17/03/2020,21.0,,Iceland,364134
06/06/2021,3.0,0.0,Luxembourg,626108
13/10/2020,1494.0,5.0,Slovakia,5457873
