dateRep,cases,deaths,countriesAndTerritories,popData2020
26/02/2020,1.0,0.0,Austria,8901064
26/05/2021,445.0,0.0,Ireland,4964440
21/12/2021,72832.0,229.0,France,67320216
25/01/2021,6751.0,428.0,Germany,83166711
11/10/2021,2249.0,5.0,Netherlands,17407585
04/04/2021,1955.0,78.0,Greece,10718565
28/08/2021,6858.0,54.0,Italy,59641488
17/07/2021,39.0,1.0,Latvia,1907675
29/12/2020,2430.0,35.0,Slovenia,2095861
10/08/2021,247.0,0.0,Slovenia,2095861
18/05/2021,6.0,0.0,Iceland,364134
30/09/2020,80.0,1.0,Estonia,1328976
08/09/2020,1369.0,10.0,Italy,59641488
02/04/2021,46677.0,332.0,France,67320216
30/06/2021,628.0,2.0,Belgium,11522440
20/05/2020,808.0,52.0,Sweden,10327589
06/03/2021,4064.0,69.0,Romania,19328838
20/10/2021,786.0,3.0,Sweden,10327589
25/10/2021,4287.0,20.0,Czechia,10693939
17/09/2020,1.0,0.0,Liechtenstein,38747
12/04/2021,14.0,0.0,Liechtenstein,38747
15/04/2020,12.0,1.0,Greece,10718565
26/12/2020,3042.0,125.0,Czechia,10693939
29/08/2020,7431.0,53.0,Spain,47332614
03/04/2020,21.0,4.0,Bulgaria,6951482
31/12/2020,13464.0,535.0,Poland,37958138
22/11/2021,202.0,0.0,Iceland,364134
29/05/2021,609.0,0.0,Portugal,10295909
27/03/2021,23771.0,380.0,Italy,59641488
18/04/2020,11.0,2.0,Greece,10718565
11/05/2021,371.0,3.0,Estonia,1328976
25/01/2021,1551.0,65.0,Romania,19328838
05/12/2021,22394.0,45.0,Poland,37958138
17/03/2020,8.0,0.0,Malta,514564
01/03/2021,272.0,3.0,Latvia,1907675
20/01/2021,886.0,35.0,Denmark,5822763
08/08/2021,176.0,1.0,Bulgaria,6951482
25/04/2020,1.0,1.0,Malta,514564
06/04/2021,11510.0,265.0,Germany,83166711
11/06/2021,60.0,1.0,Cyprus,888005
13/08/2021,6.0,0.0,Liechtenstein,38747
27/02/2021,1079.0,49.0,Bulgaria,6951482
22/03/2020,11.0,0.0,Cyprus,888005
22/01/2021,562.0,28.0,Greece,10718565
28/12/2021,4009.0,0.0,Norway,5367580
11/01/2021,5448.0,60.0,Netherlands,17407585
25/06/2020,460.0,10.0,Romania,19328838
09/05/2021,665.0,45.0,Croatia,4058165
04/04/2020,59.0,5.0,Luxembourg,626108
07/08/2021,233.0,1.0,Croatia,4058165
04/03/2020,1.0,0.0,Estonia,1328976
08/11/2021,1123.0,12.0,Finland,5525292
01/03/2021,175.0,1.0,Malta,514564
26/11/2020,6360.0,115.0,Hungary,9769526
11/04/2021,1305.0,22.0,Belgium,11522440
01/09/2020,2.0,1.0,Cyprus,888005
16/04/2020,120.0,12.0,Finland,5525292
01/05/2020,532.0,78.0,Sweden,10327589
19/03/2020,18.0,1.0,Bulgaria,6951482
04/03/2020,2.0,0.0,Portugal,10295909
15/10/2021,2380.0,7.0,Austria,8901064
19/03/2021,619.0,13.0,Lithuania,2794090
03/11/2020,19364.0,227.0,Poland,37958138
25/10/2021,13.0,0.0,Malta,514564
05/04/2020,1873.0,518.0,France,67320216
05/05/2020,125.0,4.0,Finland,5525292
05/01/2021,5325.0,17.0,Ireland,4964440
08/04/2020,290.0,17.0,Austria,8901064
21/10/2020,2535.0,16.0,Portugal,10295909
09/09/2020,421.0,11.0,Poland,37958138
02/04/2020,93.0,3.0,Estonia,1328976
15/07/2021,43.0,0.0,Slovakia,5457873
02/04/2021,3851.0,104.0,Czechia,10693939
22/09/2020,323.0,0.0,Ireland,4964440
18/10/2020,129.0,0.0,Finland,5525292
24/06/2021,98.0,4.0,Czechia,10693939
18/04/2020,0.0,0.0,Liechtenstein,38747
03/06/2021,296.0,6.0,Latvia,1907675
22/12/2020,1004.0,16.0,Latvia,1907675
07/01/2021,332.0,3.0,Finland,5525292
16/11/2021,2261.0,27.0,Lithuania,2794090
29/04/2020,3.0,0.0,Iceland,364134
11/03/2021,21111.0,376.0,Poland,37958138
10/12/2020,13750.0,470.0,Poland,37958138
29/06/2020,2.0,0.0,Estonia,1328976
05/01/2021,1310.0,157.0,Bulgaria,6951482
13/09/2021,458.0,5.0,Portugal,10295909
29/01/2021,456.0,13.0,Denmark,5822763
12/02/2021,113.0,1.0,Cyprus,888005
07/04/2020,739.0,84.0,Sweden,10327589
10/01/2021,445.0,36.0,Greece,10718565
11/10/2021,3924.0,18.0,Belgium,11522440
04/02/2021,883.0,40.0,Bulgaria,6951482
19/11/2020,2244.0,19.0,Lithuania,2794090
21/04/2021,538.0,25.0,Norway,5367580
27/01/2021,598.0,36.0,Bulgaria,6951482
24/06/2020,35.0,2.0,Austria,8901064
11/10/2021,6247.0,79.0,Germany,83166711
18/03/2021,14.0,0.0,Iceland,364134
13/04/2020,48.0,10.0,Hungary,9769526
22/07/2021,78.0,4.0,Romania,19328838
19/02/2021,2093.0,16.0,Austria,8901064
09/09/2020,78.0,0.0,Slovenia,2095861
13/06/2021,0.0,0.0,Croatia,4058165
19/09/2020,894.0,8.0,Belgium,11522440
13/02/2021,102.0,1.0,Cyprus,888005
06/07/2021,907.0,24.0,Italy,59641488
22/10/2020,2722.0,19.0,Slovakia,5457873
21/04/2020,707.0,62.0,Sweden,10327589
08/04/2021,1284.0,5.0,Slovenia,2095861
14/10/2020,748.0,2.0,Slovenia,2095861
19/08/2021,1028.0,2.0,Sweden,10327589
26/03/2021,6294.0,22.0,Sweden,10327589
06/08/2021,2377.0,18.0,Portugal,10295909
30/10/2021,1875.0,15.0,Estonia,1328976
12/04/2021,8536.0,385.0,France,67320216
01/06/2021,908.0,0.0,Denmark,5822763
04/11/2021,9502.0,49.0,France,67320216
02/04/2020,438.0,20.0,Austria,8901064
04/06/2021,3894.0,32.0,Spain,47332614
09/06/2020,937.0,33.0,Sweden,10327589
15/05/2020,40.0,4.0,Greece,10718565
18/05/2021,4642.0,9.0,Sweden,10327589
25/10/2020,124.0,1.0,Finland,5525292
13/12/2021,13883.0,43.0,Belgium,11522440
03/12/2021,6201.0,97.0,Greece,10718565
08/07/2021,55.0,0.0,Malta,514564
29/03/2021,2962.0,23.0,Sweden,10327589
14/09/2021,1176.0,0.0,Ireland,4964440
27/05/2021,432.0,0.0,Ireland,4964440
02/01/2021,262.0,40.0,Greece,10718565
10/04/2021,2221.0,110.0,Czechia,10693939
05/11/2021,3428.0,29.0,Lithuania,2794090
19/10/2020,7482.0,41.0,Poland,37958138
12/05/2020,7.0,1.0,Luxembourg,626108
29/09/2020,78.0,0.0,Luxembourg,626108
01/07/2021,73.0,12.0,Bulgaria,6951482
02/10/2020,240.0,7.0,Bulgaria,6951482
11/03/2021,178.0,6.0,Luxembourg,626108
20/05/2020,42.0,3.0,Hungary,9769526
21/09/2020,99.0,0.0,Luxembourg,626108
19/06/2020,108.0,3.0,Netherlands,17407585
09/02/2021,2797.0,95.0,Romania,19328838
19/10/2021,10.0,0.0,Liechtenstein,38747
11/12/2021,805.0,6.0,Latvia,1907675
17/11/2021,6653.0,87.0,Greece,10718565
05/09/2021,488.0,32.0,Bulgaria,6951482
24/01/2021,11628.0,299.0,Italy,59641488
08/10/2020,516.0,11.0,Bulgaria,6951482
29/07/2021,65.0,0.0,Hungary,9769526
29/04/2021,3347.0,46.0,Belgium,11522440
10/07/2020,1149.0,5.0,Spain,47332614
24/05/2020,6.0,0.0,Norway,5367580
02/10/2021,1798.0,29.0,Greece,10718565
14/12/2020,210.0,3.0,Latvia,1907675
04/11/2021,36473.0,304.0,Germany,83166711
13/01/2021,1358.0,95.0,Hungary,9769526
12/06/2020,4.0,1.0,Estonia,1328976
10/09/2021,1088.0,4.0,Slovenia,2095861
10/03/2021,22275.0,332.0,Italy,59641488
17/09/2020,8.0,1.0,Latvia,1907675
30/11/2021,20866.0,61.0,Belgium,11522440
14/10/2021,2666.0,40.0,Italy,59641488
03/09/2020,1517.0,7.0,Germany,83166711
14/09/2020,844.0,5.0,Hungary,9769526
04/11/2020,1691.0,29.0,Slovenia,2095861
06/10/2021,969.0,8.0,Slovenia,2095861
19/09/2020,83.0,0.0,Lithuania,2794090
15/11/2021,2860.0,0.0,Norway,5367580
21/08/2021,2440.0,8.0,Netherlands,17407585
30/11/2020,121.0,4.0,Malta,514564
18/01/2021,5294.0,111.0,Slovakia,5457873
16/06/2020,2.0,0.0,Estonia,1328976
06/10/2021,982.0,31.0,Ireland,4964440
29/07/2020,24.0,0.0,Slovenia,2095861
05/01/2021,2653.0,35.0,Lithuania,2794090
23/05/2020,18.0,0.0,Finland,5525292
09/04/2021,31.0,0.0,Liechtenstein,38747
14/10/2021,2430.0,25.0,Slovakia,5457873
02/08/2020,1075.0,34.0,Romania,19328838
10/06/2020,196.0,6.0,Romania,19328838
08/07/2021,658.0,0.0,Denmark,5822763
29/05/2021,137.0,2.0,Slovenia,2095861
12/10/2021,3435.0,13.0,Belgium,11522440
13/04/2021,2944.0,201.0,Bulgaria,6951482
02/12/2021,2208.0,4.0,Sweden,10327589
21/03/2020,79.0,0.0,Iceland,364134
14/08/2021,0.0,0.0,Hungary,9769526
02/11/2021,2306.0,12.0,Estonia,1328976
18/07/2020,965.0,8.0,France,67320216
02/06/2020,900.0,36.0,Sweden,10327589
13/05/2021,11.0,0.0,Iceland,364134
10/05/2021,128.0,1.0,Luxembourg,626108
16/11/2021,6616.0,22.0,Spain,47332614
18/06/2021,424.0,9.0,Belgium,11522440
07/07/2020,1.0,0.0,Malta,514564
07/08/2020,1378.0,50.0,Romania,19328838
09/06/2020,283.0,79.0,Italy,59641488
28/01/2021,1569.0,93.0,Hungary,9769526
29/12/2021,15567.0,793.0,Poland,37958138
21/02/2021,1225.0,22.0,Austria,8901064
11/03/2021,27166.0,265.0,France,67320216
16/04/2020,1674.0,245.0,Belgium,11522440
09/04/2020,0.0,0.0,Denmark,5822763
29/08/2020,99.0,9.0,Bulgaria,6951482
27/07/2021,107.0,0.0,Luxembourg,626108
11/12/2020,13105.0,544.0,Poland,37958138
24/03/2020,23.0,1.0,Lithuania,2794090
01/10/2020,17.0,0.0,Cyprus,888005
11/11/2021,8394.0,132.0,Hungary,9769526
23/11/2020,504.0,5.0,Finland,5525292
05/12/2020,8072.0,134.0,Romania,19328838
18/01/2021,807.0,30.0,Denmark,5822763
19/04/2020,0.0,0.0,Liechtenstein,38747
10/04/2020,4342.0,987.0,France,67320216
19/09/2020,13498.0,25.0,France,67320216
07/01/2021,21703.0,276.0,France,67320216
19/04/2021,12284.0,215.0,Germany,83166711
03/07/2021,126.0,0.0,Czechia,10693939
09/04/2021,18924.0,718.0,Italy,59641488
22/09/2020,136.0,0.0,Slovenia,2095861
16/10/2021,4899.0,15.0,France,67320216
21/03/2021,943.0,34.0,Bulgaria,6951482
21/08/2020,21.0,0.0,Estonia,1328976
03/07/2021,58.0,27.0,Romania,19328838
21/08/2021,0.0,0.0,Iceland,364134
12/04/2020,1864.0,167.0,Germany,83166711
25/03/2021,2587.0,52.0,Greece,10718565
11/12/2021,0.0,0.0,Hungary,9769526
25/02/2021,25403.0,261.0,France,67320216
14/05/2020,2.0,0.0,Cyprus,888005
06/12/2020,151.0,4.0,Luxembourg,626108
18/03/2020,49.0,0.0,Poland,37958138
07/06/2021,1164.0,64.0,France,67320216
03/08/2020,14.0,0.0,Malta,514564
01/12/2020,3935.0,121.0,Austria,8901064
12/03/2020,5.0,0.0,Malta,514564
22/07/2021,122.0,9.0,Poland,37958138
30/08/2021,521.0,0.0,Hungary,9769526
30/03/2020,4118.0,267.0,Germany,83166711
29/08/2021,868.0,19.0,Romania,19328838
17/06/2020,328.0,43.0,Italy,59641488
18/08/2020,8.0,0.0,Iceland,364134
21/06/2021,11.0,8.0,Croatia,4058165
15/04/2020,9.0,0.0,Latvia,1907675
25/12/2020,293.0,0.0,Norway,5367580
02/06/2020,195.0,12.0,Portugal,10295909
25/12/2021,2817.0,20.0,Belgium,11522440
10/01/2021,4331.0,184.0,Czechia,10693939
28/06/2021,115.0,0.0,Bulgaria,6951482
16/02/2020,0.0,0.0,Sweden,10327589
05/02/2021,22139.0,651.0,France,67320216
11/10/2020,508.0,7.0,Croatia,4058165
08/11/2020,2097.0,22.0,Sweden,10327589
12/07/2020,585.0,1.0,France,67320216
06/01/2021,3165.0,60.0,Slovakia,5457873
01/04/2020,19.0,0.0,Malta,514564
01/09/2020,48.0,0.0,Luxembourg,626108
04/09/2020,43.0,0.0,Slovenia,2095861
22/12/2020,7192.0,309.0,Poland,37958138
03/07/2020,1.0,0.0,Malta,514564
20/06/2021,11.0,1.0,Estonia,1328976
23/11/2021,1338.0,10.0,Finland,5525292
04/03/2021,22845.0,339.0,Italy,59641488
08/04/2020,464.0,25.0,Ireland,4964440
21/07/2021,790.0,3.0,Belgium,11522440
02/01/2021,88.0,1.0,Malta,514564
05/04/2020,183.0,22.0,Austria,8901064
09/08/2020,9.0,0.0,Cyprus,888005
27/10/2020,774.0,1.0,Luxembourg,626108
22/09/2020,12470.0,127.0,Spain,47332614
26/07/2020,1120.0,22.0,Romania,19328838
18/11/2020,4961.0,50.0,Sweden,10327589
30/11/2020,4005.0,406.0,France,67320216
30/04/2020,262.0,24.0,Romania,19328838
27/03/2021,610.0,2.0,Ireland,4964440
02/10/2020,228.0,2.0,Slovenia,2095861
09/05/2021,5319.0,69.0,Germany,83166711
15/07/2021,37.0,1.0,Latvia,1907675
16/03/2021,1114.0,3.0,Slovenia,2095861
04/09/2020,380.0,2.0,Austria,8901064
12/02/2021,993.0,15.0,Slovenia,2095861
08/12/2020,2140.0,66.0,Slovenia,2095861
28/05/2021,321.0,11.0,Croatia,4058165
12/11/2021,12657.0,45.0,Austria,8901064
14/05/2021,2579.0,24.0,Sweden,10327589
14/05/2021,415.0,0.0,Norway,5367580
12/03/2020,992.0,12.0,Germany,83166711
21/11/2021,24775.0,203.0,Germany,83166711
19/11/2020,6994.0,69.0,Portugal,10295909
14/02/2021,281.0,4.0,Finland,5525292
05/11/2020,4744.0,22.0,Sweden,10327589
16/05/2021,115.0,4.0,Slovenia,2095861
17/01/2020,1.0,0.0,Spain,47332614
10/08/2021,576.0,1.0,Norway,5367580
29/12/2021,6158.0,75.0,Czechia,10693939
28/10/2020,48.0,0.0,Iceland,364134
08/08/2020,40.0,0.0,Malta,514564
09/02/2021,2108.0,41.0,Belgium,11522440
25/11/2020,1782.0,43.0,Slovenia,2095861
23/03/2021,2.0,0.0,Liechtenstein,38747
21/07/2021,191.0,1.0,Croatia,4058165
09/03/2020,1797.0,97.0,Italy,59641488
12/09/2020,67.0,0.0,Norway,5367580
26/05/2021,144.0,0.0,Estonia,1328976
16/11/2021,16471.0,38.0,Austria,8901064
05/08/2021,164.0,1.0,Czechia,10693939
28/09/2021,2615.0,13.0,Austria,8901064
31/10/2020,14003.0,195.0,Germany,83166711
07/08/2020,62.0,0.0,Croatia,4058165
01/07/2021,2664.0,29.0,France,67320216
25/06/2020,17.0,0.0,Norway,5367580
17/01/2021,430.0,27.0,Lithuania,2794090
04/05/2021,367.0,56.0,Bulgaria,6951482
21/09/2020,45.0,1.0,Malta,514564
26/01/2021,1877.0,27.0,Slovenia,2095861
09/06/2021,1.0,0.0,Liechtenstein,38747
10/03/2020,130.0,0.0,Netherlands,17407585
26/11/2020,220.0,1.0,Cyprus,888005
08/04/2021,8.0,0.0,Liechtenstein,38747
25/08/2020,5.0,0.0,Latvia,1907675
24/07/2020,25.0,0.0,Greece,10718565
05/07/2020,0.0,0.0,Denmark,5822763
17/03/2020,67.0,0.0,Czechia,10693939
12/07/2021,44.0,0.0,Poland,37958138
24/01/2020,2.0,0.0,Spain,47332614
16/10/2021,632.0,4.0,Slovenia,2095861
01/09/2021,469.0,1.0,Latvia,1907675
19/01/2021,10455.0,218.0,Portugal,10295909
18/07/2021,641.0,0.0,Denmark,5822763
27/05/2021,293.0,36.0,Bulgaria,6951482
10/01/2021,1246.0,28.0,Denmark,5822763
17/04/2020,3044.0,175.0,Germany,83166711
15/12/2021,4230.0,47.0,Ireland,4964440
24/02/2021,570.0,56.0,Ireland,4964440
18/11/2020,5891.0,79.0,Portugal,10295909
14/11/2021,5506.0,27.0,Belgium,11522440
11/10/2020,4178.0,32.0,Poland,37958138
04/02/2020,9.0,0.0,Spain,47332614
04/03/2021,25279.0,293.0,France,67320216
02/10/2021,533.0,4.0,Slovenia,2095861
04/04/2021,431.0,0.0,Cyprus,888005
06/02/2020,0.0,0.0,Czechia,10693939
27/09/2021,2227.0,21.0,Spain,47332614
17/05/2021,12.0,0.0,Iceland,364134
03/05/2020,92.0,20.0,Portugal,10295909
18/06/2020,3.0,0.0,Estonia,1328976
31/10/2020,11428.0,193.0,Czechia,10693939
23/09/2021,3.0,0.0,Liechtenstein,38747
04/11/2021,2598.0,5.0,Denmark,5822763
22/07/2021,71.0,1.0,Hungary,9769526
09/03/2020,2.0,0.0,Hungary,9769526
17/06/2021,0.0,0.0,Liechtenstein,38747
28/08/2021,289.0,5.0,Poland,37958138
08/10/2020,5783.0,12.0,Netherlands,17407585
14/09/2020,104.0,0.0,Norway,5367580
22/04/2020,468.0,26.0,Romania,19328838
19/12/2021,2029.0,54.0,Slovakia,5457873
05/04/2021,1562.0,49.0,Belgium,11522440
10/10/2020,411.0,2.0,Slovenia,2095861
04/05/2021,2296.0,28.0,Poland,37958138
03/08/2021,26829.0,59.0,France,67320216
20/12/2021,16205.0,137.0,Italy,59641488
06/04/2020,42.0,2.0,Estonia,1328976
04/02/2021,668.0,24.0,Lithuania,2794090
25/07/2021,125.0,0.0,Croatia,4058165
10/10/2020,1374.0,20.0,Hungary,9769526
29/10/2020,95.0,0.0,Estonia,1328976
01/08/2020,48.0,1.0,Luxembourg,626108
10/07/2020,105.0,0.0,Austria,8901064
04/07/2021,209.0,2.0,Germany,83166711
01/02/2021,7253.0,133.0,Czechia,10693939
25/07/2021,784.0,2.0,Belgium,11522440
07/10/2020,68.0,1.0,Malta,514564
01/05/2020,56.0,8.0,Czechia,10693939
18/11/2020,1257.0,2.0,Denmark,5822763
23/12/2020,477.0,3.0,Cyprus,888005
05/04/2021,3611.0,120.0,Romania,19328838
15/07/2020,134.0,0.0,Luxembourg,626108
15/05/2021,826.0,23.0,Croatia,4058165
17/09/2020,177.0,0.0,Luxembourg,626108
25/04/2021,1254.0,39.0,Croatia,4058165
17/09/2020,224.0,1.0,Ireland,4964440
03/09/2020,7157.0,20.0,France,67320216
27/03/2021,892.0,12.0,Estonia,1328976
23/04/2020,35.0,2.0,Slovakia,5457873
14/03/2021,49.0,3.0,Luxembourg,626108
17/03/2021,4201.0,107.0,Bulgaria,6951482
11/06/2020,5.0,1.0,Lithuania,2794090
04/02/2020,0.0,0.0,Finland,5525292
06/06/2021,47.0,3.0,Bulgaria,6951482
28/08/2020,357.0,3.0,Croatia,4058165
24/01/2021,4344.0,0.0,Slovakia,5457873
24/11/2021,14458.0,48.0,Austria,8901064
14/12/2021,60242.0,363.0,Germany,83166711
19/04/2021,13.0,0.0,Liechtenstein,38747
26/08/2020,18.0,1.0,Latvia,1907675
27/04/2021,9.0,0.0,Iceland,364134
13/08/2020,32.0,0.0,Luxembourg,626108
27/11/2020,8499.0,172.0,Romania,19328838
28/04/2021,13382.0,344.0,Italy,59641488
18/12/2020,5340.0,188.0,Romania,19328838
11/12/2021,3860.0,58.0,Croatia,4058165
15/10/2020,191.0,0.0,Finland,5525292
15/07/2021,62.0,3.0,Romania,19328838
10/11/2021,3017.0,3.0,Denmark,5822763
26/06/2020,1.0,0.0,Latvia,1907675
09/05/2021,711.0,32.0,Slovakia,5457873
08/08/2020,260.0,1.0,Sweden,10327589
15/06/2020,685.0,30.0,Sweden,10327589
16/10/2020,503.0,8.0,Greece,10718565
21/11/2021,6754.0,36.0,Belgium,11522440
12/11/2020,3927.0,87.0,Hungary,9769526
13/03/2020,43.0,0.0,Estonia,1328976
22/03/2020,15.0,0.0,Latvia,1907675
04/06/2021,269.0,26.0,Hungary,9769526
02/09/2021,798.0,11.0,Croatia,4058165
19/09/2020,25.0,0.0,Cyprus,888005
24/07/2020,1130.0,10.0,France,67320216
14/03/2021,1039.0,22.0,Sweden,10327589
29/08/2021,5.0,5.0,Sweden,10327589
25/07/2020,274.0,5.0,Italy,59641488
23/08/2020,136.0,3.0,Czechia,10693939
25/09/2021,1038.0,73.0,Bulgaria,6951482
18/09/2021,25.0,0.0,Malta,514564
15/12/2020,327.0,8.0,Ireland,4964440
20/04/2020,190.0,27.0,Romania,19328838
02/09/2020,26.0,0.0,Finland,5525292
27/06/2021,8.0,0.0,Sweden,10327589
09/03/2021,798.0,0.0,Norway,5367580
11/01/2021,4648.0,89.0,Sweden,10327589
15/02/2021,0.0,1.0,Liechtenstein,38747
02/03/2020,793.0,0.0,Spain,47332614
30/04/2020,5.0,1.0,Estonia,1328976
23/08/2020,68.0,0.0,Slovakia,5457873
16/12/2021,934.0,11.0,Latvia,1907675
28/02/2021,718.0,41.0,Portugal,10295909
18/05/2021,538.0,6.0,Slovenia,2095861
29/08/2021,144.0,0.0,Slovenia,2095861
21/10/2020,865.0,6.0,Greece,10718565
31/03/2021,6700.0,302.0,Hungary,9769526
10/12/2020,29040.0,1078.0,Germany,83166711
19/07/2021,113.0,5.0,Bulgaria,6951482
10/10/2020,206.0,1.0,Luxembourg,626108
03/09/2021,13.0,0.0,Liechtenstein,38747
27/08/2021,1713.0,34.0,Bulgaria,6951482
23/03/2021,6037.0,24.0,Belgium,11522440
19/08/2021,1371.0,16.0,Bulgaria,6951482
22/12/2020,1595.0,71.0,Croatia,4058165
26/07/2021,1665.0,5.0,Germany,83166711
09/03/2020,0.0,0.0,Liechtenstein,38747
13/12/2021,4688.0,0.0,Ireland,4964440
22/12/2021,6307.0,55.0,Ireland,4964440
17/10/2020,257.0,2.0,Lithuania,2794090
31/12/2020,14931.0,192.0,Spain,47332614
18/06/2021,113.0,3.0,Croatia,4058165
19/04/2021,2713.0,15.0,Sweden,10327589
06/02/2021,785.0,53.0,Ireland,4964440
17/12/2021,58128.0,162.0,France,67320216
30/04/2020,53.0,2.0,Bulgaria,6951482
17/12/2021,2172.0,8.0,Finland,5525292
26/01/2021,639.0,8.0,Estonia,1328976
08/11/2020,38619.0,270.0,France,67320216
14/11/2020,2498.0,85.0,Bulgaria,6951482
17/08/2021,385.0,0.0,Slovenia,2095861
22/08/2021,6240.0,72.0,Spain,47332614
16/06/2021,242.0,62.0,Poland,37958138
06/05/2021,545.0,164.0,Bulgaria,6951482
21/09/2020,748.0,5.0,Poland,37958138
26/09/2020,1584.0,32.0,Poland,37958138
28/07/2021,5693.0,15.0,Italy,59641488
22/01/2021,4392.0,71.0,Slovakia,5457873
04/09/2021,22.0,0.0,Iceland,364134
26/09/2021,90.0,0.0,Iceland,364134
02/03/2020,0.0,0.0,Finland,5525292
14/12/2020,5206.0,46.0,Slovakia,5457873
11/02/2021,9041.0,130.0,Czechia,10693939
28/01/2021,4691.0,76.0,Netherlands,17407585
06/09/2020,367.0,0.0,Austria,8901064
30/11/2021,124.0,0.0,Iceland,364134
30/03/2021,846.0,8.0,Lithuania,2794090
10/09/2021,6.0,0.0,Liechtenstein,38747
13/08/2021,11253.0,101.0,Spain,47332614
03/03/2021,4278.0,77.0,Romania,19328838
15/07/2021,1152.0,0.0,Cyprus,888005
20/02/2020,0.0,0.0,Finland,5525292
09/03/2021,420.0,0.0,Cyprus,888005
03/08/2021,232.0,0.0,Estonia,1328976
05/12/2021,775.0,13.0,Slovenia,2095861
19/10/2021,19167.0,182.0,Germany,83166711
18/03/2021,34998.0,268.0,France,67320216
25/02/2021,2644.0,28.0,Belgium,11522440
01/11/2021,11486.0,151.0,Germany,83166711
12/09/2021,3284.0,25.0,Germany,83166711
23/03/2021,3493.0,71.0,Slovakia,5457873
08/07/2021,5393.0,2.0,Netherlands,17407585
09/08/2021,44.0,1.0,Croatia,4058165
10/10/2021,820.0,4.0,Belgium,11522440
09/06/2021,287.0,4.0,Austria,8901064
07/07/2021,952.0,0.0,Cyprus,888005
17/08/2021,76.0,1.0,Luxembourg,626108
15/05/2021,1039.0,73.0,Hungary,9769526
08/06/2021,271.0,0.0,Ireland,4964440
19/12/2021,2029.0,6.0,Sweden,10327589
28/05/2020,2.0,0.0,Cyprus,888005
27/03/2020,377.0,2.0,Czechia,10693939
26/01/2021,693.0,12.0,Latvia,1907675
06/11/2021,6356.0,43.0,Greece,10718565
17/06/2021,5.0,0.0,Iceland,364134
23/11/2021,3233.0,254.0,Bulgaria,6951482
06/12/2020,9176.0,228.0,Poland,37958138
29/11/2020,2753.0,50.0,Sweden,10327589
22/02/2021,3338.0,20.0,Belgium,11522440
05/05/2020,319.0,82.0,Netherlands,17407585
07/06/2020,189.0,15.0,Romania,19328838
17/05/2020,2.0,0.0,Croatia,4058165
01/07/2020,62.0,3.0,Netherlands,17407585
19/06/2020,-148.0,47.0,Italy,59641488
03/11/2021,8895.0,34.0,Slovakia,5457873
26/03/2021,1802.0,16.0,Croatia,4058165
22/12/2020,560.0,0.0,Norway,5367580
22/09/2020,57.0,0.0,Iceland,364134
05/10/2020,57.0,0.0,Malta,514564
24/03/2021,7706.0,16.0,Sweden,10327589
03/08/2020,5.0,0.0,Cyprus,888005
13/01/2021,13.0,0.0,Iceland,364134
05/07/2021,65.0,4.0,Hungary,9769526
06/07/2020,8.0,0.0,Lithuania,2794090
06/12/2020,2065.0,93.0,Austria,8901064
17/11/2021,130.0,0.0,Iceland,364134
06/02/2021,237.0,0.0,Finland,5525292
24/09/2020,16096.0,52.0,France,67320216
28/10/2020,2378.0,23.0,Croatia,4058165
27/05/2020,12.0,0.0,Finland,5525292
15/03/2020,7820.0,131.0,Spain,47332614
08/05/2020,312.0,35.0,Romania,19328838
06/08/2021,571.0,1.0,Austria,8901064
30/05/2020,1828.0,57.0,France,67320216
22/02/2021,2542.0,25.0,Sweden,10327589
27/01/2021,382.0,0.0,Finland,5525292
21/10/2021,1322.0,4.0,Estonia,1328976
21/11/2020,1258.0,141.0,Belgium,11522440
08/10/2021,2286.0,9.0,Slovakia,5457873
16/10/2021,1523.0,14.0,Spain,47332614
31/12/2021,0.0,,Iceland,364134
04/08/2021,66.0,0.0,Slovakia,5457873
09/03/2020,247.0,,Norway,5367580
04/02/2021,6495.0,447.0,Poland,37958138
23/06/2021,665.0,1.0,Netherlands,17407585
18/06/2020,0.0,0.0,Liechtenstein,38747
16/07/2021,100.0,0.0,Lithuania,2794090
08/04/2020,138.0,8.0,Finland,5525292
19/07/2020,1.0,0.0,Cyprus,888005
06/11/2021,15195.0,186.0,Poland,37958138
08/12/2021,5899.0,81.0,Greece,10718565
09/08/2021,218.0,0.0,Slovenia,2095861
24/05/2021,134.0,2.0,Latvia,1907675
23/12/2021,2264.0,16.0,Austria,8901064
11/06/2020,2.0,0.0,Slovenia,2095861
31/07/2021,2590.0,17.0,Portugal,10295909
25/05/2020,27.0,1.0,Denmark,5822763
25/06/2020,2.0,0.0,Estonia,1328976
17/12/2020,1950.0,91.0,Austria,8901064
16/06/2020,7.0,0.0,Luxembourg,626108
03/12/2021,10143.0,191.0,Hungary,9769526
02/10/2021,355.0,3.0,Finland,5525292
26/11/2021,20041.0,40.0,Belgium,11522440
04/12/2020,1647.0,61.0,Slovenia,2095861
29/11/2021,1635.0,13.0,Portugal,10295909
28/08/2020,1391.0,3.0,Germany,83166711
28/01/2021,13361.0,480.0,Germany,83166711
23/05/2020,145.0,10.0,Romania,19328838
16/07/2020,1.0,0.0,Liechtenstein,38747
02/12/2020,3645.0,32.0,Slovakia,5457873
02/05/2021,1083.0,88.0,Romania,19328838
10/01/2021,42.0,2.0,Luxembourg,626108
02/03/2021,2452.0,18.0,Austria,8901064
